1170077963 : 0 : [339, 6094, 480, 1282798155, 1158, 40, 0, 220L, 0, 23, 1L, 2L, 56, 90616.2]
1767221800 : 1 : [40, 1435, 2000, 1277660468, 548, 0, 0, -1L, 1, 30, 2L, 2L, 71, 34988.8]
1733609097 : 0 : [155, 1513, 443, 1272042661, 382, 308, 0, 220L, 0, 19, 0, 1L, 38, 250665.8]
2184098492 : 1 : [11, 248, 711, 1308607179, 339, 0, 0, -1L, 1, 0, 0, 0, 100, 366290.4]
2545858411 : 1 : [0, 49, 26, 1324554027, 35, 0, 0, -1L, 1, 0, 4L, 4L, 63, 54759.9]
2005471593 : 0 : [1447, 16562, 2921, 1299218571, 97294, 9, 0, -1L, 0, 42, 12L, 2L, 78, 1638.1]
2848703505 : 1 : [2, 1329, 1006, 1341304762, 156, 0, 0, -1L, 0, 25, 0, 0, 64, 0.3]
1634641847 : 0 : [203, 583, 259, 1299347168, 506, 33, 0, 220L, 1, 0, 2L, 2L, 25, 817019.9]
2711446162 : 0 : [27, 244, 165, 1328713503, 80, 10, 0, -1L, 0, 0, 1L, 1L, 17, 189204.4]
2397191570 : 1 : [1, 16, 5, 1316119771, 40, 0, 0, -1L, 0, 0, 3L, 3L, 98, 522955.4]
2636640671 : 1 : [86, 118, 386, 1330464743, 114, 1, 0, -1L, 0, 0, 0, 1L, 88, 719411.6]
2359650433 : 1 : [6, 27, 15, 1316109020, 12, 0, 0, -1L, 1, 0, 3L, 2L, 72, 1944342.5]
1510292070 : 1 : [70, 65, 121, 1281928071, 93, 0, 0, -1L, 1, 0, 3L, 2L, 78, 213234.11111111112]
1516474184 : 1 : [43, 26, 182, 1339365827, 72, 0, 0, -1L, 1, 0, 3L, 3L, 81, 212810.22222222222]
1715986074 : 0 : [140, 301, 429, 1273430608, 334, 8, 0, -1L, 0, 15, 3L, 1L, 12, 414609.1]
1627825392 : 0 : [876, 26215, 1028, 1251478509, 682350, 280, 0, -1L, 0, 43, 253L, 157L, 62, 1965.6]
1704116960 : 0 : [226, 999, 277, 1267651102, 28210030, 12, 1, 0, 0, 33, 7843L, 7160L, 13, 441890.6]
2095028125 : 0 : [1063, 8846, 1799, 1303231511, 163009, 1, 0, -1L, 1, 70, 25L, 5L, 107, 14066.2]
1923391194 : 0 : [534, 3595, 535, 1295638162, 37995, 2191, 0, -1L, 1, 54, 4L, 3L, 73, 9691.8]
1760412867 : 0 : [77, 85, 415, 1277096088, 139, 40, 0, -1L, 1, 22, 0, 4L, 43, 1698957.4]
1191283780 : 0 : [83, 271, 193, 1292758712, 180, 3, 1, 0, 1, 24, 0, 1L, 22, 329360.7]
1764963064 : 0 : [91, 4328, 99, 1277230609, 372038, 631, 1, 0, 0, 53, 131L, 41L, 74, 43090.2]
1861899672 : 0 : [118, 4116, 251, 1288035524, 852, 129, 0, -1L, 0, 0, 0, 3L, 39, 174175.8]
2436176561 : 1 : [41, 818, 483, 1320082095, 185, 0, 0, -1L, 1, 12, 0, 0, 74, 3.6]
1672631264 : 0 : [355, 3012, 458, 1261525716, 4579, 63, 0, -1L, 0, 10, 16L, 7L, 21, 13816.57142857143]
2360187157 : 1 : [1, 15, 93, 1316119876, 39, 0, 0, -1L, 1, 0, 4L, 4L, 72, 907986.8]
1262717410 : 0 : [60, 83, 85, 1278905753, 138, 5, 0, -1L, 1, 0, 1L, 1L, 31, 1871476.9]
1516474764 : 1 : [31, 24, 160, 1339366921, 71, 0, 0, -1L, 0, 0, 3L, 3L, 102, 212790.55555555556]
1935871593 : 0 : [2740, 8539, 2783, 1296097048, 49526, 1890, 1, 0, 1, 50, 9L, 2L, 114, 10028.5]
1401921941 : 0 : [967, 11376, 1178, 1251819788, 533604, 481, 1, 0, 0, 46, 536L, 93L, 45, 19173.1]
1647396717 : 0 : [708, 10199, 1750, 1253030364, 37137, 2, 1, 0, 1, 51, 2L, 1L, 63, 8880.3]
1645005104 : 0 : [258, 1369, 274, 1252118615, 148563, 3, 0, -1L, 0, 4, 440L, 82L, 90, 66033.2]
2718339223 : 0 : [282, 2104, 1372, 1335208592, 68102, 1149, 0, -1L, 0, 69, 18L, 3L, 46, 19596.4]
1579733105 : 0 : [108, 429, 301, 1253803176, 433, 82, 1, 0, 0, 9, 2L, 1L, 44, 881466.8]
1678565893 : 0 : [78, 820, 88, 1267356532, 250720, 200, 1, 0, 0, 59, 676L, 156L, 34, 142276.5]
2396166740 : 1 : [7, 72, 35, 1316089105, 369, 0, 0, -1L, 1, 0, 3L, 3L, 81, 715472.8]
1824899275 : 0 : [72, 298, 163, 1285973589, 153, 160, 0, 220L, 0, 18, 1L, 4L, 20, 519759.1]
2755970287 : 1 : [19, 16, 155, 1339882183, 58, 0, 0, -1L, 1, 0, 5L, 6L, 82, 823586.0]
3113834633 : 1 : [9, 521, 718, 1353013859, 166, 0, 0, -1L, 1, 31, 0, 1L, 6, 4070.2]
2358861495 : 1 : [7, 150, 43, 1316106917, 46, 0, 0, -1L, 0, 0, 0, 0, 66, 298096.0]
1802497401 : 1 : [10, 1515, 1235, 1282771934, 347, 0, 0, -1L, 0, 0, 0, 0, 66, 0.3]
2394342852 : 1 : [0, 10, 3, 1316012351, 7, 0, 0, -1L, 0, 0, 0, 0, 111, 408566.8]
1729114741 : 1 : [286, 1230, 1188, 1271651285, 2002, 20, 0, 220L, 0, 11, 0, 1L, 70, 451284.3]
1780378242 : 0 : [4, 47, 10, 1281308068, 34, 0, 0, -1L, 0, 0, 1L, 1L, 76, 566683.3]
1436920392 : 0 : [146, 1596, 670, 1272390515, 532, 956, 0, 220L, 1, 38, 1L, 2L, 59, 290307.9]
1760854807 : 0 : [11, 324, 18, 1307750728, 1110, 1, 0, -1L, 1, 9, 7L, 4L, 64, 228684.4]
1233486457 : 0 : [1246, 4338, 1417, 1251553765, 68474, 5420, 1, 0, 1, 18, 5L, 1L, 12, 94538.0]
3252410550 : 1 : [7, 1075, 735, 1365477852, 120, 0, 0, -1L, 0, 0, 4L, 4L, 50, 10839.9]
1223594120 : 0 : [69, 3528, 306, 1267832099, 105, 3, 0, 220L, 0, 12, 1L, 2L, 13, 18393.6]
2204680447 : 0 : [28, 6779, 42, 1309283735, 578992, 29, 0, -1L, 0, 15, 241L, 0, 23, 14709.6]
2397141794 : 1 : [0, 14, 3, 1316119555, 39, 0, 0, -1L, 1, 0, 4L, 4L, 86, 505184.1]
1516471132 : 1 : [29, 25, 164, 1339365274, 51, 0, 0, -1L, 0, 0, 3L, 3L, 82, 212821.77777777778]
1849376393 : 0 : [130, 185, 328, 1289064475, 253, 3, 0, -1L, 0, 0, 0, 3L, 26, 113748.7]
1854135121 : 0 : [105, 702, 231, 1289445646, 258, 30, 0, -1L, 0, 13, 1L, 0, 31, 233510.8]
2209589187 : 0 : [293, 5996, 559, 1309469058, 3300, 1111, 0, 220L, 0, 15, 5L, 4L, 20, 6094.0]
1742121542 : 0 : [431, 2952, 472, 1273960124, 1305644, 0, 1, 0, 1, 8, 5971L, 769L, 26, 26112.8]
2356991281 : 1 : [0, 10, 4, 1316012251, 11, 0, 0, -1L, 1, 0, 0, 1L, 75, 580371.2]
1063906731 : 0 : [615, 5163, 1205, 1255105130, 1917, 7678, 1, 0, 1, 38, 3L, 1L, 38, 127764.0]
1408685751 : 0 : [94, 2430, 132, 1289013994, 359, 48, 0, -1L, 0, 9, 1L, 2L, 34, 80354.4]
2001824742 : 1 : [13, 248, 570, 1300053551, 355, 0, 0, -1L, 1, 0, 0, 0, 55, 28479.3]
1730848623 : 0 : [23, 7620, 238, 1271453798, 17752, 1018, 0, -1L, 0, 17, 43L, 3L, 16, 40180.6]
1400852211 : 0 : [1496, 10933, 1988, 1251495264, 84448, 1010, 1, 0, 1, 4, 47L, 9L, 65, 15755.4]
1410462245 : 0 : [244, 2467, 446, 1268617211, 27449, 660, 0, -1L, 0, 109, 1L, 20L, 106, 6927.6]
2271728674 : 1 : [0, 1542, 818, 1311819982, 507, 0, 0, -1L, 1, 16, 0, 0, 70, 1701.7]
1895642354 : 0 : [132, 1333, 253, 1292603431, 301, 9, 0, 220L, 0, 11, 0, 10L, 23, 600003.5]
1933228957 : 1 : [0, 31, 59, 1300771211, 49, 0, 0, -1L, 1, 0, 2L, 3L, 40, 803042.1]
1821301893 : 0 : [124, 697, 376, 1284862609, 384, 42, 0, -1L, 0, 27, 0, 7L, 59, 63767.2]
3484698307 : 0 : [42, 380, 590, 1371401326, 350, 0, 0, -1L, 0, 43, 0, 0, 12, 7951.8]
3223669964 : 1 : [65, 209, 112, 1363101687, 93, 0, 0, -1L, 0, 0, 47L, 14L, 33, 200266.66666666666]
1516473720 : 1 : [11, 27, 171, 1339353719, 25, 0, 0, -1L, 1, 0, 3L, 3L, 81, 212879.0]
2356930495 : 1 : [0, 14, 2, 1316009293, 35, 0, 0, -1L, 0, 0, 4L, 5L, 70, 710272.0]
2394288340 : 1 : [0, 19, 7, 1316012283, 9, 0, 0, -1L, 0, 0, 0, 0, 94, 407910.7]
2268277425 : 0 : [5, 4596, 61, 1311626684, 554450, 1, 0, -1L, 0, 47, 105L, 12L, 37, 7887.6]
1497017741 : 0 : [987, 15467, 1924, 1254640569, 4355, 690, 1, 0, 1, 22, 8L, 1L, 9, 28241.7]
2769472660 : 0 : [18, 746, 19, 1336271042, 54642, 0, 0, -1L, 1, 47, 113L, 243L, 71, 758579.3]
1195230310 : 0 : [537, 5396, 541, 1251494053, 35053406, 33, 1, 0, 1, 0, 4238L, 5675L, 23, 17674.8]
2358986737 : 1 : [33, 66, 61, 1316090194, 108, 0, 0, -1L, 1, 0, 4L, 4L, 67, 588299.6]
1764590687 : 0 : [1185, 9139, 1556, 1277842650, 25048, 45, 0, -1L, 1, 59, 4L, 5L, 6, 14812.3]
2358813665 : 1 : [0, 21, 3, 1316105926, 38, 0, 0, -1L, 1, 0, 6L, 6L, 55, 710278.5]
1771063927 : 0 : [194, 1688, 480, 1278646887, 435, 5, 0, 220L, 0, 6, 0, 1L, 33, 220561.4]
2144557341 : 0 : [86, 3656, 98, 1306524064, 394284, 0, 0, -1L, 0, 50, 40L, 8L, 65, 6180.6]
2358311771 : 1 : [37, 77, 77, 1316090103, 113, 0, 0, -1L, 0, 0, 5L, 5L, 62, 475926.9]
1707928512 : 0 : [336, 3166, 531, 1268205927, 100350, 1423, 1, 0, 0, 107, 10L, 49L, 28, 398679.8]
2396035440 : 1 : [3, 58, 14, 1316068029, 46, 0, 0, -1L, 1, 0, 2L, 2L, 71, 458169.0]
2171546291 : 0 : [591, 2464, 729, 1307750893, 9982, 33, 0, -1L, 1, 55, 6L, 5L, 29, 208612.3]
2199004000 : 1 : [64, 1708, 1313, 1309226072, 561, 0, 0, -1L, 1, 3, 0, 1L, 137, 345470.5]
2394238460 : 1 : [0, 14, 1, 1316010449, 24, 0, 0, -1L, 1, 0, 8L, 7L, 75, 378892.7]
1774511212 : 0 : [110, 375, 315, 1318782421, 197, 1, 0, -1L, 0, 37, 2L, 2L, 43, 229791.9]
2396640424 : 1 : [0, 14, 3, 1316104043, 44, 0, 0, -1L, 0, 0, 3L, 3L, 82, 484988.6]
1434943702 : 0 : [1571, 10455, 1638, 1253802084, 1934, 0, 0, -1L, 1, 6, 2L, 1L, 78, 114961.1]
2396818864 : 1 : [2, 10, 4, 1316109050, 5, 0, 0, -1L, 0, 0, 6L, 5L, 83, 2243427.6]
1874924365 : 0 : [35, 1, 146, 1290753487, 70, 0, 0, -1L, 1, 4, 11L, 5L, 22, 0.0]
1653192633 : 0 : [1465, 11080, 1999, 1255372545, 10269, 116, 1, 0, 1, 74, 1L, 0, 84, 107225.6]
1644242590 : 0 : [369, 2572, 505, 1251830731, 1082, 256, 1, 0, 1, 10, 1L, 1L, 13, 116124.0]
1725088643 : 0 : [21, 9404, 94, 1270429366, 95847, 0, 0, -1L, 0, 33, 10L, 0, 9, 9106.4]
2394288982 : 1 : [0, 14, 1, 1316010460, 27, 0, 0, -1L, 1, 0, 6L, 6L, 73, 378861.6]
3109154051 : 1 : [173, 923, 177, 1352588217, 285, 0, 0, 220L, 1, 19, 0, 1L, 14, 14347.5]
2481657435 : 1 : [35, 398, 143, 1321904098, 163, 0, 0, -1L, 0, 0, 0, 0, 44, 110282.0]
1464716371 : 0 : [158, 1168, 364, 1286506511, 403, 17, 0, 220L, 1, 1, 2L, 4L, 11, 1115757.1]
1868908621 : 0 : [340, 4681, 388, 1290307106, 17723, 201, 0, -1L, 1, 80, 10L, 1L, 25, 100279.8]
1979119970 : 0 : [62, 60, 228, 1299475124, 130, 5, 0, -1L, 1, 0, 1L, 3L, 21, 337091.2]
1660437624 : 0 : [445, 1387, 889, 1258082232, 841, 42, 0, 220L, 1, 21, 1L, 2L, 12, 193984.0]
2356992655 : 1 : [0, 9, 2, 1316012315, 12, 0, 0, -1L, 1, 0, 12L, 10L, 84, 955172.6]
2359384047 : 1 : [0, 14, 3, 1316104045, 13, 0, 0, -1L, 0, 0, 0, 0, 82, 484989.8]
1523363777 : 0 : [134, 2319, 326, 1261694653, 486, 504, 0, -1L, 0, 41, 2L, 7L, 15, 69243.5]
2394285632 : 1 : [0, 15, 4, 1316012182, 36, 0, 0, -1L, 0, 0, 5L, 5L, 130, 407644.8]
3121107227 : 1 : [0, 1115, 700, 1352940863, 18, 0, 0, -1L, 1, 21, 3L, 3L, 60, 8669.8]
1536259094 : 0 : [901, 16199, 921, 1251745830, 164798, 24, 1, 0, 1, 10, 6L, 3L, 28, 23315.0]
3176819692 : 1 : [31, 1574, 1000, 1361374997, 121, 0, 0, -1L, 0, 0, 0, 0, 4, 5.2]
1655067975 : 0 : [38, 1979, 342, 1256079559, 171, 357, 0, -1L, 0, 26, 1L, 1L, 23, 162691.2]
1496812685 : 0 : [438, 2543, 728, 1255620037, 2409, 60, 1, 0, 0, 0, 1L, 1L, 25, 92004.6]
1656818114 : 0 : [780, 2848, 959, 1256761906, 1007444, 24515, 1, 0, 1, 71, 68L, 25L, 107, 14120.7]
1655031725 : 0 : [304, 943, 577, 1256069300, 1408, 10, 1, 0, 1, 12, 1L, 4L, 51, 20629.88888888889]
1854627907 : 0 : [566, 581, 737, 1289501556, 928729, 477, 1, 0, 1, 48, 9845L, 4094L, 66, 291092.5]
1937439635 : 0 : [56, 265, 59, 1296192460, 18771146, 3, 1, 0, 0, 0, 3499L, 3897L, 22, 310357.0]
1820370607 : 0 : [194, 913, 353, 1292009606, 418, 2, 0, 220L, 0, 22, 1L, 1L, 13, 177947.6]
3125328641 : 1 : [117, 1038, 117, 1353138072, 246, 0, 0, 220L, 0, 37, 0, 1L, 13, 33947.4]
1599499291 : 0 : [375, 5603, 1082, 1266688479, 1014, 31, 0, 220L, 1, 23, 1L, 3L, 40, 84915.7]
1313716912 : 0 : [1495, 5522, 1529, 1255642570, 82610, 209, 1, 0, 1, 41, 57L, 44L, 100, 42967.0]
3223681464 : 1 : [19, 190, 84, 1363102208, 77, 0, 0, -1L, 1, 0, 44L, 14L, 44, 198084.7]
2955378861 : 1 : [92, 6055, 207, 1348273868, 621, 0, 0, 220L, 1, 0, 7L, 7L, 106, 121605.3]
2396460504 : 1 : [17, 63, 59, 1316099239, 84, 0, 0, -1L, 1, 0, 4L, 4L, 69, 475859.4]
2196424430 : 0 : [87, 719, 179, 1309129313, 214, 40, 0, -1L, 0, 0, 0, 3L, 25, 120924.9]
1652109407 : 0 : [2140, 21583, 2631, 1254968925, 39002, 823, 0, 220L, 1, 66, 13L, 17L, 37, 13983.9]
2594558387 : 1 : [1, 1594, 1063, 1327788450, 328, 0, 0, -1L, 1, 0, 0, 0, 64, 0.5]
2608819403 : 0 : [1496, 6127, 1741, 1328072778, 8042, 9, 0, 220L, 1, 70, 2L, 3L, 44, 37810.2]
1757292001 : 0 : [378, 2235, 771, 1276396004, 6406, 102, 0, -1L, 1, 79, 5L, 4L, 74, 36699.1]
1197161814 : 0 : [515, 12737, 516, 1251495346, 49951682, 793, 1, 0, 1, 32, 13456L, 2074L, 84, 15698.5]
2696073733 : 1 : [28, 249, 725, 1333727290, 322, 0, 0, -1L, 1, 0, 0, 0, 55, 28442.3]
2846995107 : 1 : [0, 1326, 950, 1341278371, 151, 0, 0, -1L, 1, 0, 0, 0, 57, 0.9]
1973738815 : 0 : [823, 7044, 1116, 1297963678, 679407, 3, 0, -1L, 1, 34, 92L, 72L, 89, 15984.4]
1760152043 : 0 : [657, 10469, 1147, 1277052785, 3242, 58, 0, -1L, 1, 20, 2L, 3L, 36, 292750.9]
1690757731 : 0 : [188, 7078, 681, 1277055730, 626, 241, 0, 220L, 0, 13, 1L, 3L, 21, 68488.9]
1980083841 : 1 : [24, 1444, 2000, 1298242292, 967, 3, 0, -1L, 1, 0, 0, 0, 118, 26518.9]
1672587573 : 0 : [56, 4328, 68, 1261516070, 2037484, 56, 1, 0, 1, 18, 63L, 12L, 27, 44331.5]
1647497355 : 0 : [1018, 1509, 1166, 1253056930, 5081806, 106, 1, 0, 1, 10, 116L, 69L, 86, 21186.1]
2624275871 : 0 : [1093, 1904, 1164, 1329771786, 1341, 13, 0, 220L, 1, 17, 1L, 16L, 11, 78061.8]
1729619672 : 0 : [113, 117, 146, 1341722236, 143, 0, 0, -1L, 1, 14, 1L, 5L, 30, 322232.9]
1757337687 : 0 : [43, 1073, 156, 1276401426, 176, 883, 0, -1L, 0, 23, 1L, 4L, 47, 303439.9]
1959377985 : 0 : [31, 421, 200, 1297305004, 182, 499, 0, -1L, 0, 7, 0, 3L, 23, 726347.9]
2396819790 : 1 : [10, 11, 12, 1316109044, 13, 0, 0, -1L, 1, 0, 4L, 3L, 75, 2132418.8]
1510077974 : 1 : [46, 39, 137, 1289856067, 75, 0, 0, -1L, 1, 0, 2L, 2L, 77, 212973.44444444444]
1643145217 : 0 : [656, 3435, 882, 1251668176, 21116, 84, 1, 0, 0, 74, 18L, 4L, 37, 249438.1]
1768742122 : 1 : [0, 63, 38, 1278160753, 46, 0, 0, -1L, 0, 0, 3L, 3L, 40, 803017.0]
1375383340 : 0 : [119, 823, 241, 1263699154, 187, 141, 0, -1L, 0, 0, 2L, 2L, 29, 617031.6]
2625624804 : 1 : [66, 203, 96, 1324526011, 86, 0, 0, -1L, 1, 0, 49L, 13L, 34, 181747.4]
2396713884 : 1 : [0, 19, 4, 1316105992, 43, 0, 0, -1L, 1, 0, 5L, 5L, 64, 831368.5]
1780979882 : 0 : [55, 13769, 257, 1280640423, 310726, 76, 0, -1L, 0, 64, 842L, 0, 18, 119748.5]
1982109293 : 0 : [320, 3437, 417, 1298326288, 35962, 5, 1, 0, 1, 10, 10L, 2L, 43, 205306.1]
1680293944 : 0 : [156, 2845, 265, 1265899537, 979, 49, 0, 220L, 1, 34, 1L, 3L, 25, 203921.0]
2218605864 : 1 : [17, 304, 134, 1309972190, 107, 0, 0, -1L, 1, 0, 0, 1L, 50, 119478.3]
1703413941 : 0 : [273, 1852, 698, 1267551798, 741, 75, 1, 0, 1, 9, 1L, 1L, 8, 26101.2]
2394287734 : 1 : [0, 11, 2, 1316012285, 3, 0, 0, -1L, 1, 0, 0, 0, 80, 580262.1]
1623750370 : 0 : [0, 26, 4, 1284010041, 4317, 0, 0, -1L, 1, 73, 78L, 12L, 143, 3072347.6]
2310686612 : 0 : [199, 4881, 267, 1313435567, 62032, 616, 0, -1L, 1, 24, 95L, 32L, 127, 718046.2]
3071261923 : 1 : [16, 642, 496, 1351241567, 220, 0, 0, -1L, 1, 26, 0, 0, 9, 1427.5]
2358208231 : 1 : [2, 66, 15, 1316068289, 45, 0, 0, -1L, 1, 0, 2L, 2L, 79, 410092.1]
3290529865 : 1 : [257, 1436, 854, 1361639148, 343, 0, 0, -1L, 1, 0, 0, 0, 74, 1149.2]
1884292653 : 0 : [13, 239, 100, 1291670138, 112, 5, 0, -1L, 0, 0, 5L, 4L, 43, 1648771.5]
2394337172 : 1 : [0, 15, 4, 1316012155, 16, 0, 0, -1L, 1, 0, 6L, 6L, 82, 582248.6]
2358817065 : 1 : [0, 18, 3, 1316105990, 43, 0, 0, -1L, 1, 0, 5L, 5L, 61, 831377.7]
1853484457 : 0 : [429, 704, 456, 1289405738, 1389, 3, 1, 0, 1, 72, 3L, 3L, 57, 1104072.4]
3195571944 : 1 : [64, 170, 372, 1362260015, 256, 0, 0, -1L, 1, 0, 4L, 4L, 70, 402887.6]
1370148037 : 0 : [49, 830, 139, 1265859368, 165, 127, 0, -1L, 0, 0, 2L, 1L, 17, 260322.3]
1595709307 : 0 : [206, 1236, 603, 1268677409, 423, 63, 0, 220L, 0, 26, 1L, 3L, 55, 320828.2]
2396597440 : 1 : [0, 14, 3, 1316104037, 47, 0, 0, -1L, 0, 0, 5L, 5L, 82, 484987.6]
1792379904 : 0 : [286, 2376, 835, 1284074411, 1372, 149, 1, 0, 0, 127, 0, 1L, 83, 172819.6]
1859924474 : 0 : [201, 3309, 462, 1287768283, 48878, 389, 0, -1L, 0, 24, 17L, 93L, 27, 117838.0]
1766975007 : 0 : [119, 719, 299, 1278165337, 315, 92, 0, -1L, 0, 40, 1L, 2L, 10, 355086.8]
1930229345 : 0 : [144, 555, 224, 1312856039, 195, 908, 0, -1L, 0, 58, 0, 2L, 53, 232893.5]
2397145752 : 1 : [1, 14, 5, 1316119684, 41, 0, 0, -1L, 1, 0, 4L, 4L, 85, 505197.5]
1219795431 : 0 : [1523, 1727, 1948, 1251411299, 1202866, 1411, 1, 0, 1, 28, 16L, 5L, 62, 67444.2]
2396821030 : 1 : [2, 5, 5, 1316109075, 3, 0, 0, -1L, 0, 0, 3L, 3L, 103, 4484269.2]
1510292363 : 1 : [57, 53, 97, 1281961121, 83, 0, 0, -1L, 0, 0, 2L, 2L, 75, 213202.11111111112]
1890888230 : 1 : [16, 1069, 892, 1291655936, 184, 0, 0, -1L, 1, 0, 0, 0, 138, 44692.1]
1849455674 : 0 : [104, 1280, 342, 1286838677, 254, 15, 0, -1L, 0, 53, 1L, 2L, 18, 304020.6]
1682450445 : 1 : [2, 2122, 938, 1338744782, 149, 0, 0, -1L, 0, 0, 0, 0, 78, 3.6]
1891590471 : 1 : [14, 57, 83, 1292267530, 55, 0, 0, -1L, 0, 0, 7L, 7L, 90, 63612.7]
3296954562 : 1 : [45, 1247, 548, 1367488230, 357, 0, 0, -1L, 1, 38, 0, 0, 40, 24405.6]
3107808587 : 1 : [167, 998, 169, 1352575652, 320, 0, 0, 220L, 0, 15, 149L, 36L, 80, 120742.3]
2619056062 : 1 : [32, 66, 44, 1324324845, 85, 0, 0, -1L, 1, 0, 2L, 2L, 42, 93929.6]
1759220707 : 0 : [133, 1239, 253, 1276833638, 347, 1, 0, 220L, 1, 13, 5L, 1L, 22, 2630163.5]
1640079900 : 0 : [756, 12547, 1023, 1251495301, 8444, 11473, 1, 0, 1, 56, 11L, 25L, 49, 15086.1]
1737694433 : 0 : [441, 13193, 496, 1273015127, 1494751, 25, 1, 0, 0, 37, 190L, 91L, 17, 8451.3]
1768671722 : 0 : [354, 457, 458, 1278114953, 7691, 79, 0, 220L, 0, 23, 2L, 1L, 23, 106283.9]
2625301130 : 1 : [38, 230, 72, 1324514987, 64, 0, 0, -1L, 0, 0, 0, 0, 48, 122220.3]
1887384740 : 0 : [34, 852, 96, 1291431621, 4812, 2, 0, -1L, 0, 18, 1L, 1L, 34, 112.8]
1649162343 : 0 : [1062, 15435, 1446, 1253722499, 6640, 1092, 1, 0, 1, 25, 8L, 3L, 77, 1814.9]
1861447544 : 0 : [1151, 19589, 1313, 1290231151, 2507, 0, 0, -1L, 0, 26, 1L, 1L, 5, 96293.5]
1943576122 : 0 : [1063, 5534, 1851, 1305783402, 5730, 500, 0, 220L, 1, 19, 1L, 0, 4, 1172.9]
2396247842 : 1 : [0, 17, 2, 1316094217, 46, 0, 0, -1L, 1, 0, 4L, 4L, 81, 484330.0]
2452611283 : 0 : [8, 123, 55, 1320760104, 38, 2, 0, -1L, 1, 14, 7L, 6L, 80, 2561866.4]
3177251081 : 1 : [746, 635, 1472, 1354851297, 1121, 0, 0, 220L, 1, 24, 0, 0, 17, 75853.0]
2367722021 : 1 : [35, 268, 76, 1316437808, 65, 0, 0, -1L, 1, 0, 0, 0, 36, 125427.5]
1559824650 : 1 : [2, 205, 215, 1311281343, 174, 0, 0, -1L, 1, 0, 6L, 6L, 66, 445255.6]
1729370543 : 0 : [206, 363, 244, 1271187254, 1532477, 7, 1, 0, 0, 27, 8053L, 1856L, 44, 260698.6]
3200463604 : 1 : [2, 742, 835, 1361649071, 103, 0, 0, -1L, 0, 13, 3L, 3L, 59, 5.7]
1771128203 : 0 : [238, 1839, 356, 1278653248, 500, 28, 0, 220L, 1, 23, 2L, 3L, 11, 164950.9]
2681157091 : 1 : [12, 951, 264, 1332692952, 1004, 0, 0, -1L, 1, 0, 0, 0, 66, 5387.0]
1038340537 : 0 : [287, 10199, 887, 1290373035, 22685, 66, 1, 0, 0, 79, 7L, 4L, 41, 6356.9]
2829502303 : 1 : [3, 1266, 990, 1340558954, 153, 0, 0, -1L, 1, 32, 0, 0, 64, 0.2]
2125305017 : 1 : [13, 66, 135, 1304973372, 75, 0, 0, -1L, 0, 12, 6L, 6L, 79, 1.4]
2396412542 : 1 : [5, 61, 27, 1316099182, 129, 0, 0, -1L, 0, 0, 3L, 3L, 84, 812756.6]
1465288013 : 0 : [169, 292, 232, 1293427522, 252, 12, 0, -1L, 1, 13, 1L, 2L, 33, 142823.8]
1672616444 : 0 : [71, 879, 176, 1261522134, 36339, 5, 1, 0, 1, 18, 7L, 2L, 7, 804481.3]
3151591262 : 1 : [17, 57, 188, 1359813729, 33, 0, 0, -1L, 0, 10, 0, 0, 61, 1391614.875]
2358705241 : 1 : [0, 15, 3, 1316104032, 43, 0, 0, -1L, 0, 0, 3L, 3L, 82, 484978.5]
2396460080 : 1 : [5, 59, 28, 1316099181, 124, 0, 0, -1L, 1, 0, 3L, 3L, 91, 715721.1]
2396221060 : 1 : [39, 64, 88, 1316089846, 114, 0, 0, -1L, 1, 0, 8L, 5L, 79, 396065.4]
2863253755 : 0 : [2, 3, 4, 1346434565, 9, 1, 0, -1L, 0, 0, 2L, 2L, 5, 59421.333333333336]
2636546482 : 1 : [22, 216, 40, 1325006591, 40, 0, 0, -1L, 0, 0, 0, 0, 58, 117616.7]
3203021725 : 1 : [685, 648, 1480, 1355253748, 919, 0, 0, 220L, 0, 34, 0, 1L, 15, 67573.7]
2835968241 : 1 : [3, 1331, 1013, 1345410198, 173, 0, 0, -1L, 1, 18, 0, 0, 58, 0.2]
2367015440 : 1 : [21, 246, 649, 1314975475, 345, 0, 0, -1L, 0, 0, 2L, 0, 69, 26365.9]
1765888023 : 0 : [290, 3056, 540, 1278053941, 57059, 340, 0, -1L, 0, 26, 8L, 38L, 78, 24542.0]
1795613771 : 0 : [78, 468, 154, 1281918515, 6323, 100, 1, 0, 0, 20, 1L, 6L, 42, 1201338.9]
2397185584 : 1 : [0, 14, 3, 1316119580, 45, 0, 0, -1L, 0, 0, 4L, 4L, 88, 505217.3]
1258941120 : 0 : [755, 10696, 913, 1251495253, 1543387, 454, 1, 0, 1, 53, 41L, 10L, 56, 7821.8]
2394289834 : 1 : [0, 15, 1, 1316010488, 25, 0, 0, -1L, 1, 0, 8L, 8L, 70, 466416.2]
1249193625 : 0 : [5, 2672, 4, 1251494069, 31920170, 1505, 1, 0, 1, 77, 2198L, 793L, 82, 61287.3]
2784413292 : 0 : [60, 1234, 223, 1335472318, 136, 214, 0, 220L, 0, 0, 1L, 2L, 11, 25080.0]
2981827167 : 0 : [23, 135, 22, 1349325339, 458439, 16, 1, 0, 0, 8, 3822L, 783L, 53, 171748.5]
